0.403293	0
0.458752	0
0.482097	0
0.495898	0
0.498551	0
0.500439	1
0.504751	0
0.504881	0
0.505707	1
0.513848	1
0.514072	1
0.515157	1
0.53539	0
0.536449	0
0.542111	1
0.542561	0
0.543282	1
0.544091	1
0.549363	1
0.55	1
0.550043	0
0.552537	0
0.557848	0
0.564435	0
0.56464	0
0.569937	0
0.570679	1
0.57374	0
0.579201	1
0.584068	0
0.58667	0
0.587556	1
0.590967	0
0.590995	1
0.599628	1
0.606861	0
0.607549	1
0.611531	1
0.615221	0
0.617766	0
0.619568	0
0.622227	1
0.629946	0
0.630619	0
0.639073	1
0.640256	1
0.645096	0
0.645876	0
0.647118	1
0.648849	1
0.652799	1
0.655019	1
0.656846	0
0.65731	0
0.658276	1
0.658996	1
0.659407	1
0.660892	0
0.665578	1
0.666052	0
0.667792	0
0.669555	0
0.671036	1
0.671296	1
0.672368	1
0.67251	0
0.677131	1
0.679048	0
0.679048	0
0.682028	1
0.683744	0
0.684109	1
0.687314	0
0.68746	0
0.687613	1
0.688491	0
0.691519	0
0.695747	0
0.697682	0
0.703865	0
0.704994	0
0.705883	0
0.706387	0
0.707028	0
0.707307	1
0.708144	0
0.709399	0
0.709399	0
0.711238	1
0.711437	1
0.712646	0
0.720246	1
0.721665	1
0.726785	0
0.732482	0
0.734203	0
0.734385	0
0.746484	1
0.748561	1
0.751454	1
0.751899	1
0.752828	0
0.756106	1
0.763599	1
0.76414	0
0.765204	1
0.765307	1
0.771343	1
0.77358	0
0.777659	1
0.778886	1
0.781459	0
0.783749	1
0.785808	0
0.786316	0
0.787294	1
0.788429	0
0.788725	0
0.789917	0
0.791259	0
0.797905	0
0.797918	0
0.798259	0
0.799647	0
0.801602	1
0.803049	0
0.803315	0
0.804159	1
0.813075	1
0.813175	0
0.813175	0
0.816511	0
0.816511	0
0.817283	0
0.819892	0
0.824754	1
0.825198	1
0.82534	0
0.833612	0
0.834235	1
0.834794	0
0.837132	1
0.837198	0
0.842514	1
0.846138	0
0.847767	1
0.849384	1
0.851321	0
0.854084	0
0.856934	1
0.858627	0
0.859279	0
0.859606	0
0.859849	1
0.860777	0
0.861202	1
0.862037	0
0.863629	0
0.864369	0
0.865097	0
0.865773	1
0.865846	0
0.868996	0
0.86922	0
0.869491	0
0.870303	0
0.871422	0
0.873421	0
0.875729	0
0.877076	1
0.879887	0
0.881022	1
0.881175	1
0.881175	1
0.882573	1
0.884264	1
0.885003	1
0.885105	0
0.886567	1
0.887417	0
0.890195	0
0.893513	1
0.894874	1
0.895122	1
0.899442	0
0.899988	0
0.900058	0
0.900749	1
0.900807	1
0.901658	0
0.902019	0
0.903377	0
0.903423	1
0.905847	1
0.907978	1
0.909157	1
0.909368	0
0.909539	1
0.910083	0
0.911484	0
0.912162	1
0.912275	1
0.912807	0
0.912942	0
0.914407	1
0.915887	1
0.916594	1
0.916843	0
0.917017	0
0.917453	0
0.917755	1
0.918731	0
0.919651	1
0.920574	0
0.922858	0
0.924686	1
0.925098	0
0.925768	0
0.926123	0
0.926647	0
0.929394	1
0.929557	0
0.929627	0
0.929931	1
0.93161	0
0.935007	1
0.935504	0
0.936498	1
0.937852	0
0.938065	1
0.938187	0
0.938382	0
0.939048	0
